,mean_fit_time,mean_score_time,mean_test_accuracy,mean_test_au_prc_macro,mean_test_au_prc_micro,mean_test_f1_macro,mean_test_f1_micro,mean_test_precision_macro,mean_test_precision_micro,param_classify,param_classify__hidden_layer_sizes,param_classify__learning_rate,param_classify__max_iter,param_classify__momentum,param_reduce_dim,param_reduce_dim__k,params,rank_test_accuracy,rank_test_au_prc_macro,rank_test_au_prc_micro,rank_test_f1_macro,rank_test_f1_micro,rank_test_precision_macro,rank_test_precision_micro,split0_test_accuracy,split0_test_au_prc_macro,split0_test_au_prc_micro,split0_test_f1_macro,split0_test_f1_micro,split0_test_precision_macro,split0_test_precision_micro,split1_test_accuracy,split1_test_au_prc_macro,split1_test_au_prc_micro,split1_test_f1_macro,split1_test_f1_micro,split1_test_precision_macro,split1_test_precision_micro,split2_test_accuracy,split2_test_au_prc_macro,split2_test_au_prc_micro,split2_test_f1_macro,split2_test_f1_micro,split2_test_precision_macro,split2_test_precision_micro,split3_test_accuracy,split3_test_au_prc_macro,split3_test_au_prc_micro,split3_test_f1_macro,split3_test_f1_micro,split3_test_precision_macro,split3_test_precision_micro,split4_test_accuracy,split4_test_au_prc_macro,split4_test_au_prc_micro,split4_test_f1_macro,split4_test_f1_micro,split4_test_precision_macro,split4_test_precision_micro,std_fit_time,std_score_time,std_test_accuracy,std_test_au_prc_macro,std_test_au_prc_micro,std_test_f1_macro,std_test_f1_micro,std_test_precision_macro,std_test_precision_micro
14,0.0898869514465332,0.01188797950744629,0.34328358208955223,0.5195660353693715,0.5195660353693715,0.19473743837220572,0.34328358208955223,0.1759950248756219,0.34328358208955223,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(2,)",constant,100000,0.9,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",5,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (2,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.9}",37,23,23,33,37,25,37,0.27586206896551724,0.5,0.5,0.14414414414414414,0.27586206896551724,0.09195402298850575,0.27586206896551724,0.25925925925925924,0.5,0.5,0.1372549019607843,0.25925925925925924,0.08641975308641975,0.25925925925925924,0.4230769230769231,0.6008403361344538,0.6008403361344538,0.32996632996632996,0.4230769230769231,0.4583333333333333,0.4230769230769231,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.11359367889550723,0.001073351253739637,0.06560968010653657,0.039877510496400655,0.039877510496400655,0.06930616932608585,0.06560968010653657,0.13963742741526766,0.06560968010653657
9,0.3696907520294189,0.011876630783081054,0.3656716417910448,0.5195660353693715,0.5195660353693715,0.20338656159551685,0.3656716417910448,0.18345771144278608,0.3656716417910448,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(2,)",constant,100000,0.4,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",5,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (2,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.4}",17,23,23,26,17,18,17,0.27586206896551724,0.5,0.5,0.14414414414414414,0.27586206896551724,0.09195402298850575,0.27586206896551724,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.4230769230769231,0.6008403361344538,0.6008403361344538,0.32996632996632996,0.4230769230769231,0.4583333333333333,0.4230769230769231,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.2424115938343173,0.0006915738216747462,0.05028602175291885,0.039877510496400655,0.039877510496400655,0.06407383798101085,0.05028602175291885,0.13558160232153754,0.05028602175291885
24,0.12976303100585937,0.013269805908203125,0.3283582089552239,0.5151119402985075,0.5151119402985075,0.18272998767401752,0.3283582089552239,0.17303482587064678,0.3283582089552239,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.4,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",5,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.4}",47,25,25,38,47,26,47,0.3448275862068966,0.5,0.5,0.17094017094017097,0.3448275862068966,0.1149425287356322,0.3448275862068966,0.3333333333333333,0.575,0.575,0.2569444444444445,0.3333333333333333,0.4266666666666667,0.3333333333333333,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.15633851000644078,0.003920725679781805,0.029409522701843112,0.030083629814276147,0.030083629814276147,0.0389952855017816,0.029409522701843112,0.12778101413916573,0.029409522701843112
33,0.1371138095855713,0.013550996780395508,0.3582089552238806,0.5116196851875079,0.5116196851875079,0.19610380636500038,0.3582089552238806,0.14978678038379528,0.3582089552238806,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.01,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",10,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.01}",24,26,26,29,24,33,24,0.3793103448275862,0.5,0.5,0.18333333333333332,0.3793103448275862,0.1264367816091954,0.3793103448275862,0.3333333333333333,0.5576680672268908,0.5576680672268908,0.26785714285714285,0.3333333333333333,0.2619047619047619,0.3333333333333333,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.017396986440641932,0.0023951672899710065,0.020315977698665184,0.023131530487447646,0.023131530487447646,0.036497883643245466,0.020315977698665184,0.05657288293069619,0.020315977698665184
40,0.24317283630371095,0.011233806610107422,0.35074626865671643,0.5103837292969035,0.5103837292969035,0.1859983238714582,0.35074626865671643,0.13890691470185304,0.35074626865671643,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.4,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",10,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.4}",28,27,27,36,28,39,28,0.3793103448275862,0.5,0.5,0.18333333333333332,0.3793103448275862,0.1264367816091954,0.3793103448275862,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.38461538461538464,0.5535161432994251,0.5535161432994251,0.25416666666666665,0.38461538461538464,0.24154589371980675,0.38461538461538464,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.1516608642515376,0.0007920931191551426,0.042072850473673026,0.021163064780984595,0.021163064780984595,0.03656323838931685,0.042072850473673026,0.051982134014392146,0.042072850473673026
58,0.006061029434204101,0.011944580078125,0.29850746268656714,0.5102862786905806,0.5102862786905806,0.16720090541771612,0.29850746268656714,0.12064676616915423,0.29850746268656714,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(6,)",constant,100000,0.6,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",10,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (6,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.6}",58,28,28,52,58,49,58,0.27586206896551724,0.5,0.5,0.14414414414414414,0.27586206896551724,0.09195402298850575,0.27586206896551724,0.2962962962962963,0.5510504201680672,0.5510504201680672,0.22431077694235588,0.2962962962962963,0.20370370370370372,0.2962962962962963,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.00038247201496406327,0.0012340873466276708,0.043396216048024794,0.02047709256265854,0.02047709256265854,0.03306093311999556,0.043396216048024794,0.04415702065725408,0.043396216048024794
13,0.278208065032959,0.012625551223754883,0.3805970149253731,0.5076233164121894,0.5076233164121894,0.2149793123981008,0.3805970149253731,0.158510477913463,0.3805970149253731,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(2,)",constant,100000,0.8,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",5,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (2,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.8}",10,29,29,20,10,32,10,0.3448275862068966,0.5,0.5,0.17094017094017097,0.3448275862068966,0.1149425287356322,0.3448275862068966,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.3076923076923077,0.4969040247678018,0.4969040247678018,0.1568627450980392,0.3076923076923077,0.1111111111111111,0.3076923076923077,0.5,0.5423853752027126,0.5423853752027126,0.38814814814814813,0.5,0.3212121212121212,0.5,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.12762901815665922,0.0013446937266193822,0.06402099190895956,0.017097466146914108,0.017097466146914108,0.08549722134588945,0.06402099190895956,0.08005519455594257,0.06402099190895956
47,0.1276374340057373,0.011992597579956054,0.31343283582089554,0.5063630391276699,0.5063630391276699,0.1718051049921111,0.31343283582089554,0.12919377471616278,0.31343283582089554,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.9,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",10,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.9}",50,30,30,48,50,41,50,0.41379310344827586,0.5294016290726817,0.5294016290726817,0.2588042588042588,0.41379310344827586,0.25213675213675213,0.41379310344827586,0.25925925925925924,0.5,0.5,0.1372549019607843,0.25925925925925924,0.08641975308641975,0.25925925925925924,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.009129809682994537,0.000895255695784682,0.06113163777296669,0.012107660767731026,0.012107660767731026,0.04729697517728904,0.06113163777296669,0.06542743821994149,0.06113163777296669
42,0.006573772430419922,0.011009836196899414,0.23880597014925373,0.5027396831998051,0.5027396831998051,0.1450095841140617,0.23880597014925373,0.12196228999927897,0.23880597014925373,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.6,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",10,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.6}",64,31,31,64,64,46,64,0.2413793103448276,0.5531641604010025,0.5531641604010025,0.16565656565656564,0.2413793103448276,0.16333333333333333,0.2413793103448276,0.1111111111111111,0.5141806722689075,0.5141806722689075,0.08,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.23076923076923078,0.4400953363801661,0.4400953363801661,0.16666666666666666,0.23076923076923078,0.18357487922705315,0.23076923076923078,0.0007052646056929705,0.0005006361806801699,0.07559775946229716,0.036619552846716565,0.036619552846716565,0.03424551203762088,0.07559775946229716,0.04696095261419746,0.07559775946229716
12,0.026152849197387695,0.012859201431274414,0.34328358208955223,0.5004444688323091,0.5004444688323091,0.18048270137822373,0.34328358208955223,0.18006123230003826,0.34328358208955223,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(2,)",constant,100000,0.8,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",5,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 5, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (2,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.8}",37,32,32,39,37,22,37,0.3448275862068966,0.5,0.5,0.17094017094017097,0.3448275862068966,0.1149425287356322,0.3448275862068966,0.4074074074074074,0.5022058823529412,0.5022058823529412,0.2457912457912458,0.4074074074074074,0.4615384615384615,0.4074074074074074,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.34615384615384615,0.5,0.5,0.1714285714285714,0.34615384615384615,0.11538461538461538,0.34615384615384615,0.03650268596445683,0.0016397890255106333,0.04354592556086829,0.0008848126415963547,0.0008848126415963547,0.03474311676948222,0.04354592556086829,0.14173172328222566,0.04354592556086829
35,0.129254150390625,0.012880802154541016,0.30597014925373134,0.5,0.5,0.1556151705405437,0.30597014925373134,0.10199004975124379,0.30597014925373134,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(3,)",constant,100000,0.05,"SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>)",10,"{'reduce_dim': SelectKBest(k=5, score_func=<function mutual_info_classif at 0x118d43158>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (3,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.05}",55,33,33,58,55,61,55,0.3448275862068966,0.5,0.5,0.17094017094017097,0.3448275862068966,0.1149425287356322,0.3448275862068966,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.0036947217128398616,0.00202655113443472,0.044137640907668745,0.0,0.0,0.017023663325724706,0.044137640907668745,0.014712546969222915,0.044137640907668745
56,0.05037102699279785,0.011693572998046875,0.35074626865671643,0.5,0.5,0.17260094872035173,0.35074626865671643,0.11691542288557215,0.35074626865671643,"MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False)","(6,)",constant,100000,0.4,"SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>)",10,"{'reduce_dim': SelectKBest(k=10, score_func=<function f_classif at 0x118c10510>), 'classify__max_iter': 100000, 'reduce_dim__k': 10, 'classify': MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
       beta_2=0.999, early_stopping=False, epsilon=1e-08,
       hidden_layer_sizes=(3,), learning_rate='constant',
       learning_rate_init=0.001, max_iter=100000, momentum=0.2,
       nesterovs_momentum=True, power_t=0.5, random_state=None,
       shuffle=True, solver='adam', tol=0.0001, validation_fraction=0.1,
       verbose=False, warm_start=False), 'classify__hidden_layer_sizes': (6,), 'classify__learning_rate': 'constant', 'classify__momentum': 0.4}",28,33,33,47,28,50,28,0.3448275862068966,0.5,0.5,0.17094017094017097,0.3448275862068966,0.1149425287356322,0.3448275862068966,0.37037037037037035,0.5,0.5,0.1801801801801802,0.37037037037037035,0.12345679012345678,0.37037037037037035,0.2692307692307692,0.5,0.5,0.1414141414141414,0.2692307692307692,0.08974358974358974,0.2692307692307692,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.38461538461538464,0.5,0.5,0.1851851851851852,0.38461538461538464,0.12820512820512822,0.38461538461538464,0.08834943305522523,0.000947830662036441,0.04265691102779704,0.0,0.0,0.016196994521067033,0.04265691102779704,0.014218970342599013,0.04265691102779704
