grp,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
B,724.614769703487,1051.64700690813,294.609190609078,86.3973808317839,68.3702776340333,105.326468125997,331.576589240962,291.590926161021,650.159828879077,692.52855599031,254.179311924666,492.785495547909,113.197667579727,369.966992619429,568.504264765118,675.949783878558,1079.06956147339,599.221894147336,469.582696463148,334.593477769253,-1036.6539104808,-823.200624127879,918.420228297792,32.0290361771166,120.443106197239,-70.4679094442733,150.312238013124,157.175465045291,873.558285933056,116.920595161667
B,-716.486216812887,1065.55522319777,291.80481046647,82.0454053005567,67.1997609609031,114.144838921864,342.74874195767,283.52572084711,764.797243430437,732.608844129388,122.049295582884,538.068689425259,84.8583095021601,-930.822479891371,558.377167450087,671.819266143098,-164.181011753437,599.963976662858,464.361083059403,348.371812901097,-1085.84917332265,907.826083735451,967.877301744857,803.243226908627,485.378298087489,-74.0116649863511,181.828650317021,161.084863729798,874.41016059496,49.15824173915
A,663.300692139501,907.752493278407,296.959641989205,83.6792374727702,66.2461117742506,-90.6336428314029,328.363297650124,278.759904892898,781.230279865801,651.640510820047,668.366279688259,369.052257867541,85.2532113911935,183.155876320198,555.377052943445,679.778664979899,534.333359033678,596.751434012608,466.994762660945,322.535023473227,643.977078174132,-257.150763025922,1026.66214807307,127.820800956052,334.891264827567,200.21183682651,216.283228619964,150.966424054133,878.050812444757,-114.286312020408
C,760.767078372563,1132.39245476409,291.516558020302,81.5217941321759,67.2809804020292,-57.1483747604865,335.70224277341,295.499717754801,752.753870276561,814.413572061209,455.12531348728,313.961559006599,72.1891024354339,-9.24625358260312,571.156774031269,676.675906581673,608.606237614168,595.877579218098,468.218691194476,337.340535604214,961.383116034438,1708.70782821747,959.780939151913,608.426785334594,246.851794656425,11.6492315815204,142.502877905618,377.739319934191,873.76934793533,-20.3796328627089
B,163.973852322299,1200.6441527104,294.07334748922,66.6565662977669,63.2323502027102,149.52972624813,338.729360862075,286.791032503025,702.421543808278,709.435436247667,657.696286497166,441.596458375878,90.3949961929255,-2169.29985583111,557.677683712536,675.738042211045,103.274900544274,597.286646400714,467.462248907433,343.038552777692,788.760450217342,482.046647241578,1038.39729182094,44.0727901170702,462.396899278953,9.81300875599955,119.523072522996,431.005322976791,876.619317105166,122.999945281952
A,262.782091243534,841.385261121562,296.383876000566,87.8932764874339,68.1371405283248,14.7404454519151,341.623282872277,267.120494556188,621.508309988685,772.262784346086,813.625301329125,258.609909155868,102.707616258486,678.184362865325,564.150649515656,680.438124555933,-125.843394131189,601.505912848628,470.775228789951,335.778361311492,935.870059822837,180.770947375852,898.784541290749,647.579276208484,195.891480178196,27.483677817281,295.844443290069,-75.0864097705463,878.896651670571,65.035239463945
A,464.744035656732,1010.3180638285,295.42094551228,69.8041169919774,67.9727431402407,198.642355775876,325.198496210991,281.405497484754,683.939795823767,739.609004144315,164.557025820521,306.74173175451,90.5757046705094,-1674.2382419689,555.421484869068,677.764380469628,276.766835377311,596.260442315142,468.436214913113,326.741280305712,325.586005102602,555.801319031199,1031.49233963959,905.169141658297,161.475322310425,102.288329902251,161.303958089036,34.314535037918,874.753607830431,18.3926228647941
B,173.716678977937,846.292555393701,292.513384903744,82.3431646972424,62.0057752662519,75.0455165078367,344.110791245062,277.650506021198,684.4195482269,715.408913262177,628.64574911512,334.765463435608,89.9007166450136,-732.419366739159,552.426016338558,674.158538642669,-3.15030154536237,602.460515190869,465.542556912161,333.854470203293,-717.297200182286,926.525224319618,976.850829501267,358.595693761172,370.877338857785,-106.406197507681,114.070593562473,389.242824054256,875.468289139893,41.1294427555297
B,755.213640471273,1198.6910965412,290.593172893484,77.2580452142113,64.812486813581,199.54463387395,333.069559908842,279.549118378436,708.840969657142,833.32315754893,600.279921069856,418.298612864556,87.8426600252355,428.059485313205,553.111789956127,681.985163815307,659.748449132446,599.061626313722,464.788289578617,336.617613175506,-359.929272727993,1083.55304444984,1001.3233025874,1533.37540032081,514.174059940085,153.101236980026,291.033202859811,40.2722628937067,874.391806177367,196.723295415513
B,555.903293149253,1100.65511506932,293.345574854858,83.173259651356,60.5830907379467,106.100686510305,332.566254788953,292.9548283766,732.47984642098,648.867588239643,410.796720617929,285.417968919777,94.1339952688556,106.922598889073,562.454232616398,677.960182582415,211.567545274758,599.418239251503,466.348725918922,329.862978517435,479.135107257725,-1146.74647909425,998.895610269076,-117.605664439489,431.002193557496,-24.8991277671214,162.112459564688,532.07041309204,869.839617363083,50.7603802419835
A,1365.57144318424,823.260868198762,293.249164788458,76.1852544145325,66.1617173830593,-47.0072134661083,337.287369081906,262.240470539175,712.00624139507,695.083809671148,442.262597362981,356.917389961103,90.9260709250708,-935.046196300123,556.411482804449,674.930654007984,383.971295947162,595.661118497318,471.007557391462,328.145845336504,1583.1147707907,-14.6413993063529,977.089427369807,706.825608898045,201.901463880791,243.092692609548,415.159228951894,464.742052717193,879.812979590646,40.294274389107
C,141.736300243686,781.820860450641,295.387165357776,82.3761164682554,64.6404184089598,-22.3928000518244,333.756420743007,291.809598193751,607.277838175287,848.517230824304,661.83915966796,471.147273560398,92.7951199824143,1021.84296998076,559.704418472943,674.333354518718,302.227014179416,600.486723860277,469.114437802536,327.744333396221,-623.223291092491,1104.72708529241,1013.5564622527,426.29567915178,405.533925359221,125.435703853861,283.325291883227,-280.630770356879,875.398241836705,143.931300042274
C,-93.1658184169511,1004.000605103,292.783869396439,75.6975283317817,70.9309024092116,-119.549483724755,326.137521395113,273.851723330958,797.593492428881,839.594161358643,630.516326785427,363.255078792623,100.211338014699,471.257810261084,553.325118325907,676.714568584294,258.987532226577,602.47259590694,469.803684354672,340.841019848725,2256.14448806532,-1345.77654387667,962.988425198323,-379.794731481861,206.671293075601,-42.0722790816456,243.290291590092,281.367113927394,879.721550238577,171.081315840579
C,682.640910144681,411.579822325266,289.743070079161,68.5976761392467,68.0581639430001,67.1704253945831,331.794000353864,268.444345117499,748.496928304112,831.313239457312,534.384490257342,197.946267106635,71.1499598935582,-1768.6514337041,566.621435546462,673.782246862928,297.599730580349,599.34613140015,467.155943257847,339.966589520653,390.168635363918,1321.99281583672,999.716202434215,602.630495467907,257.930919343209,124.603719652207,159.836470562936,377.724829307787,876.885276736977,159.81294355277
A,-87.3909902530015,1102.13289423231,296.659412424315,79.1152453479287,68.5070923740247,-17.3139444377653,338.323465155561,283.193089201099,627.95289951651,865.811411722467,543.877708801285,339.119885685877,71.2621421742547,-340.145642650175,562.529391335766,681.061106790541,420.268878689037,595.491501877263,467.111817975137,326.554588143831,665.695793731321,77.3869903450158,988.876674889477,65.101034480468,400.254763647844,-20.1775056991879,325.96030792288,61.9500572783865,870.898172404869,0.643663227405185
B,936.797218153312,838.918879728719,295.375260687795,82.8267352126634,62.5894198661065,78.4654815773779,348.523775123565,283.09634870565,628.578043519546,703.274937722585,140.077383323969,429.685802415741,110.625256501281,1129.89659791174,556.489158599125,674.317204695694,413.474022047085,601.245120509739,461.237685775034,339.173273986452,1696.39054420503,1920.94260418441,1003.29800272072,848.632061634262,426.512039867045,75.6257786795752,139.260914690376,233.501788370556,868.213224398036,256.480134676054
C,-303.923161114025,891.783994204435,294.992334973321,66.4046292646448,66.947062932414,-75.1012281405875,326.832198189539,273.623512615142,735.571022728671,802.50084495136,320.372491488811,257.450127145267,82.5912643911823,-179.626993873934,574.674561736421,677.198090660655,448.698680202643,593.297845715423,470.019231941722,342.717029385263,36.2725531821575,780.609544454409,965.786712678907,1353.18869172641,281.349120308166,193.693429518252,96.3904475480991,305.021079146491,878.076775932435,216.057065940808
B,-68.011123743821,1027.13933080575,293.535855494443,82.8110971216255,66.6767600081124,-1.19725258530782,339.908276620058,290.888263828654,735.444473569314,774.338065760351,239.063976232358,368.081877892263,87.1563328246462,-1639.49400374592,541.671848477727,676.856178600213,330.837136947559,600.193393604973,467.924220755353,335.307623873823,133.49232314679,1445.72709478396,905.168191241627,-249.776517914479,294.885739790428,-44.8631303356666,136.073429551103,-25.6070385717058,874.142235269926,46.5820690259081
A,-262.80417770665,802.885632747523,295.980273321502,73.4605560263324,67.0198438294641,-24.3548569435004,338.070193811942,282.137524930329,646.143430750842,740.485549214827,139.298055325792,262.422285345024,94.6021132171908,1174.99088497555,562.582788552561,679.52084119478,687.102609099596,599.521937229418,471.058832193029,333.145239190253,699.871432716302,-648.10765696113,970.00078641025,-460.429690202669,225.472942693647,208.849948914988,453.762046158324,500.93214955971,871.035207623184,24.6373035264534
C,-927.506614915884,1060.13223152676,294.160755851559,51.5696323966482,66.4956596980873,5.81952926879851,326.490304012945,286.766935646825,696.039508442595,873.331231924409,144.480350946378,250.886002849387,99.9796975227152,-693.090714810541,563.427045788476,674.213848954497,150.880391040499,601.869532749822,468.974716553799,340.466600898473,1659.2697867627,1605.7975432174,1028.23020509014,-189.387681225795,139.029353084256,-15.1394563692965,231.459426558158,331.097320313658,878.905181581198,352.280234094082
A,-165.530026797286,871.858461132415,297.819704662787,69.4288692816976,65.682416994999,-215.522544861414,339.226879841651,279.380302793323,697.27817844342,821.715673208484,525.032307288474,335.810717717803,83.9905720950254,703.130730038066,561.981693319317,675.582073445422,339.234056562968,600.461865176652,469.468114988701,331.350203942805,585.132751849704,429.867419332347,890.242246336193,605.456220233302,272.196429560516,155.562930221589,360.788576780692,97.4282390750696,864.597108330591,158.694424454522
C,1109.34041413029,1185.65165185105,294.229829983891,70.3872073511356,66.2438022648826,-119.337603541414,339.193810131167,286.069673911023,652.995239377793,763.272068221263,248.75314716957,278.271187618322,87.6004722023618,-1007.60374347137,553.433596432491,674.695781742023,547.232782847738,597.12640113056,467.412589133563,339.272513955706,1595.85033899383,491.459403756486,1014.21571786693,1183.73431836305,149.512834018118,-80.0881655697343,241.905257142438,584.631766952408,876.816094876582,-89.5034806947557
A,1064.36322280617,967.984138030868,296.680093220257,73.72349405713,62.4707762913948,-91.8004849617681,335.693778559308,292.464823206851,666.634373553183,810.034814148146,328.843824750044,308.599490252004,98.108272703505,-1086.50793401103,553.635689204081,675.060074844535,298.735998779224,600.483263486837,472.709030577116,320.335503728495,79.9290311394892,-122.557268216783,1008.65325504023,444.747071887104,235.284996304082,-15.4526662674216,319.117101891161,361.525801792541,867.451374866014,-54.1214794711977
B,-262.836394339183,829.168428166181,295.828749092972,77.0769864235956,63.1125158937764,-18.8709289316246,342.431926350589,266.03581923045,705.464653787595,750.983332549106,310.325241847885,310.981094537728,95.0712432842039,-519.852763175345,550.577073982989,676.701826488962,466.330401188545,599.418980967433,465.096816408503,344.820777181355,870.351741850364,593.706778175462,938.000740097328,1414.3259783993,372.316157319828,42.1197162298553,179.365852744583,18.0591479293239,872.940732818135,110.230272290653
A,-58.2282855259622,1215.63088289037,295.806304351813,75.1741236679292,64.4262859869138,55.2486005776352,340.374292836925,274.709618012297,707.152549636194,737.103661186649,509.398015454786,192.38726671721,83.9157538179365,-609.706348759908,552.918955206095,675.042905263678,400.00887064336,600.179057051085,469.685827160567,330.338958770078,2526.04241492708,350.175415185335,1001.1268793817,-47.0959677024079,248.484933247623,42.0756523804456,410.447082597863,-322.498707314396,874.756947034642,229.802707226664
A,-360.34473065873,1002.05350488616,294.509674420734,68.1948092238078,64.9426719501515,16.7578238041672,337.426172851771,281.964176708935,560.24398026423,683.130511601727,232.517921293734,321.790096430542,83.1551472723815,-1462.55128817717,559.246062345213,676.830765810565,121.075398291117,600.411004578981,469.324112862581,327.023070853624,2712.88234238607,-90.2355204336263,931.944900702334,862.620206145333,331.065927016739,17.3195806497704,388.948040638545,-103.868418102851,874.214430003836,196.964547593427
A,-21.5416228929447,1131.05192047128,296.815802539831,79.4630301580307,68.0054974139769,-77.736343283838,338.088466727067,284.572481538446,591.049138974864,691.849532754889,33.8387138178937,307.966139340051,92.0935252466751,519.054082755041,553.662461522153,679.757592371167,323.606246409851,598.548550730005,471.092230363338,339.990381065371,754.561979548758,-121.309173973642,966.867227296817,1259.58604997442,270.58601501747,28.6464933973797,399.312098372022,-288.562210964164,872.3738252015,336.926854634087
B,-107.972040907555,1024.2444841025,292.332640706526,68.823065164507,64.6671593858244,131.48262851912,344.442720097346,262.572192393174,551.215722763823,719.415120496087,521.560711290847,299.323180258175,88.5123260712504,470.113900102423,548.650875000674,670.671551382206,152.101595384145,600.806948762056,467.977151818725,336.113987896043,2110.28382401928,-229.588644753949,998.44832055872,559.339711830142,350.122031703016,18.7436092813839,228.755446193107,94.4776982944772,870.500917692333,134.17041002721
A,58.8978056825612,1156.69387238297,299.306642957826,81.9301068690281,74.1853046969934,1.42766362319278,327.984808762685,293.886977018137,745.332931368194,760.995362862306,613.156468175108,307.451344731472,92.0613776257033,-772.251048547492,564.905727326196,679.333650804857,582.392830022993,598.750131316854,467.729708364776,330.953045332794,1435.47446082256,119.482508991531,905.01673630028,332.600491210548,183.078058710466,83.4953618048324,369.420187599032,139.521994397673,876.643495514001,147.806198300741
C,-629.582983221393,715.136069100561,291.978727086895,74.5967907693168,70.1817903658612,35.7595674179834,334.635039318893,292.171381289536,697.574351384599,916.287461939866,509.960497566996,280.47343301275,92.6419976310898,297.000874980356,567.272391602413,674.034017657434,563.131492347679,599.881995395474,468.034893694612,338.877737835561,721.947150292581,2278.01359463562,934.040141490834,1197.02736329725,186.823230677468,-32.4542437018901,34.0888558488056,293.568222676136,883.49796877468,-24.0939146472593
B,1159.67823679053,1167.86250308312,289.698970891344,72.7003547627362,66.0655293990728,158.612728668373,339.426406899544,268.520708850998,691.05765379093,746.849779671437,452.590711163655,566.990412765777,78.3937046389023,434.155520489581,554.457593244866,675.472444649622,-303.572394715378,601.164519776657,463.657174632152,333.766384415483,2382.15695221352,1578.93750315837,923.253284199796,-48.7924252109787,441.316104698528,257.841707927002,144.205338168761,28.7363923328259,865.410382641511,166.528619019219
B,1027.52664086395,1166.29989073163,289.121927326455,71.3948318599919,62.4904286299784,-26.9832509409399,337.022082973712,281.648276526002,722.902985581454,784.368122395765,391.563996805443,451.924684226804,102.455550857117,610.541545406584,556.596808224913,678.40711358728,120.753979803935,597.723493941411,467.744609662436,335.773494229914,1097.82754280497,989.904194215344,1038.77504162531,224.183338815842,277.013417754095,114.429898339476,146.382053244008,174.573411478967,877.258174041076,60.4665513049142
C,-126.312173656049,1267.80596379589,299.12651128037,70.5285547457524,69.481040676802,67.1514943463167,328.455009986886,291.169304161561,747.519061901167,810.301691661752,504.440009145543,375.848915210421,86.5341829623276,1025.5091832952,568.6906681001,676.204425279488,248.734720976329,600.299673720007,469.36001401468,334.266934495459,837.558615725278,782.169385913415,917.863620722194,811.634176937853,284.032639853484,-2.36659850694521,109.647817735372,217.737993272524,878.165758285532,107.892477010191
C,319.719816375039,1270.06350707455,293.498353146778,78.7483098576016,68.9240678197005,34.9148911251699,344.852293292597,271.352173394339,651.703208900496,864.875801591129,278.904661973371,267.597626450342,84.2832386465618,1699.34694789988,566.812589716919,674.598543009279,168.779933737632,598.14240147179,465.083414823568,338.164418747196,1071.28026836894,552.943059824021,980.000211409083,885.181105375165,306.192409728634,-32.0075669192553,155.080381184167,-294.715948863985,878.359002068364,199.649679488234
C,511.083496538469,922.739900751287,297.525773643007,79.4280465911485,66.8971817528061,-44.954745752347,340.624795010229,280.167203183729,690.58499469101,977.108672302694,-278.330049275956,288.047877265493,99.9011698509264,-435.994168732827,561.074505914167,671.721346492654,119.951024938408,598.656307548467,466.792776980633,348.160441216149,1879.56318855565,513.391291884406,927.008229474581,1253.89559703068,307.607995887005,38.7598818207914,190.887974446964,-28.2319753259798,877.24912087857,171.9722267069
C,-384.705309559027,855.447092073826,294.64779632,80.8085021033137,67.4752943598581,87.4378682091573,336.146459042513,284.318876631855,633.302571884391,949.908020043623,380.787442234857,185.634226734237,76.3599403965351,-181.229424694847,571.208586353989,676.842192423282,673.993414681107,596.74962860711,463.76008101498,343.663048762895,2091.84349438059,334.010077921639,935.954942186302,672.150198683903,251.324586326716,87.5391786645336,102.504195099855,52.2854070812425,872.432655455095,102.148612111257
A,-521.947742547598,1100.96800457106,297.572644088198,78.1812606993501,66.3671850145474,-92.185091204982,333.532900923493,278.295211673082,758.420474869423,617.120911278237,267.555588621745,391.654104074575,94.4830185788044,1049.27408451956,555.962314105009,678.384742457528,127.919271731719,600.114118850372,470.291297207835,339.305634005288,-103.633351764566,-150.552155779829,956.940681651376,1262.62955146123,333.986715017355,161.211683556588,253.368959190161,67.4105406861607,875.325756618275,-26.5156730135677
C,576.620737384853,929.477380433332,291.877728275277,77.1869247853449,70.4333844428631,-91.7000304740229,338.264163395854,278.423826983608,719.722640823521,886.505345664352,341.157904680916,253.006562078859,82.483841744695,-32.7398837164851,563.750136315103,675.156478918289,151.476032648938,597.262644685588,468.269997795545,337.59916100066,999.413740831813,116.684810636949,915.091459630853,-357.871557114786,305.840660937977,39.9196503630791,126.95576370548,413.369992048976,877.887535605405,243.77712938967
B,905.894260516297,723.206908729825,297.1637955595,87.2048391627405,64.4868332712339,127.511530810297,334.62771186202,282.314205230177,655.662134348168,742.512261580721,303.710064949859,351.764806417632,101.08903114245,-2327.02728198823,563.057461042314,675.200062628619,564.0646960678,600.451176650911,468.370135372216,346.03799722359,285.206615605428,73.4256960655147,1014.01233358839,1140.59027654604,312.863191022887,103.2007852953,131.852439557598,95.098378969517,871.612905078764,69.9624961184694
B,-908.31444351389,1089.34918391687,292.160593598199,77.4804231045791,65.8865883444113,100.91032725825,341.855167553506,275.730829772162,684.884741078313,668.544515740447,228.463512937835,351.564540462019,85.9073992147366,238.875200335528,556.375002125547,675.710358917388,-12.8529630081484,602.867366747218,466.523905848469,332.338926139979,81.876904148004,1116.13348195946,948.528629424,405.775696586325,338.234345939935,94.2531981458344,69.4538592281331,95.2796904342862,869.777784212786,202.110584382322
A,-875.22062371833,882.572991516182,295.633745480909,61.1625330660897,67.8542834808148,-115.997676679909,324.132969957768,272.861881385914,639.925986149912,714.662487308523,281.377086713216,240.98317503248,94.0086925870908,209.608223850772,559.222531236259,674.449075691247,256.721865210695,600.155040157643,468.924914814249,326.890282062968,1239.17760344201,548.095953717262,910.70988784943,229.8083087491,153.012738544108,94.93768813613,371.427739779893,237.895324952562,874.060609165271,-43.7000457575748
B,781.96270306965,1127.33553360012,295.350043013154,76.4069535625927,62.9015600488013,119.023069375955,347.58933465072,277.899906991575,747.474586997802,756.25306577693,64.7729015629583,344.381976633888,109.438485815547,-1169.10872109207,558.97907201817,677.570974412613,211.512682370236,596.427047525617,466.368244148498,327.303651096293,1454.26461388451,1179.80224553488,981.526823624071,504.049681369547,573.635183984676,59.1395677830172,166.818180828733,166.101906717603,876.540687199235,128.81530508077
C,1146.90427073548,823.38204070055,297.514797082053,68.0286919132017,70.2923337297885,-38.7385494227345,330.863268042745,284.658543222907,665.949723313724,826.786797024363,71.3802129391198,271.136290627463,106.405701208615,33.4980689168013,553.320844935142,677.044552467458,154.781472002756,594.420352621201,468.069895949254,339.605138647331,2210.50760078848,727.247209055603,1004.3751892316,191.282433651678,383.653035385691,131.015608244051,106.118846718255,92.7836216164333,883.663453014533,199.765302649177
A,-148.52404366218,957.952592563307,295.628119826134,88.1640446656105,72.2479336623627,-22.887691390696,329.767893742708,262.273566812408,681.542699995596,781.7681097265,335.08219056834,236.523482203918,86.9048930844946,-662.537374989663,558.761677105695,677.592369534177,372.430378578837,596.812891022172,469.272561803297,327.960174186466,1826.75653806477,555.670161880613,972.25194186299,-455.229315985596,206.244510871978,-23.9034373109844,367.163271554028,210.316993250239,875.324782764407,101.813104342515
B,-934.777333406882,1201.82664458475,291.829479315285,79.8394591096411,62.0359486881121,86.6609953001965,336.459670865284,289.263846777433,641.913609413398,872.326618220396,571.237425551624,416.732589164372,75.962180527652,75.3986386326097,545.953179249634,674.182171890188,-40.9791679445124,597.190150515572,465.759697955414,341.698141044376,3387.69517533997,770.456913149608,1008.30146550344,203.782403527539,512.348352023982,61.6007790939678,304.626796784348,-278.407261173357,876.876226281115,73.5064657223537
C,-916.719408157421,1047.46458103228,290.854110875952,63.6322640292569,69.8222634532756,125.39787297897,326.28001327303,277.957460682897,633.199059518353,802.623997394347,-17.9368253903552,322.876114206566,81.3273381534799,1204.81137207123,560.709708031304,676.596744509622,124.808638576779,599.670647456274,467.929790564613,339.319776870436,-67.3535918890754,1288.37067684985,973.980483570562,736.444550672147,338.202467108856,-40.7841416753326,333.451734192249,-122.391285677028,880.081908970655,-18.9470952518817
C,484.874766619523,993.456790919478,292.490490604929,76.6420754829205,63.8832507099753,51.1076658246608,332.554339725347,271.403403954428,696.249965926727,766.488909328332,608.075630895418,278.307709705919,96.9366985254511,-17.4101396669803,561.953396297379,676.416714292224,522.971135423011,597.137317685357,466.910941853464,336.499458329001,891.399713499988,508.106986354945,945.855603035761,11.5396036749443,280.460118255276,27.450347533961,240.912596068577,510.605178612333,882.604654338242,167.602272146031
A,943.230234624175,1137.80442177218,292.45338788335,77.8942177886667,64.9722572120966,10.1402308299932,327.529400826595,259.060041341328,686.328284694137,712.799332594422,182.757882465385,423.487143850822,80.5342597341056,419.872411132243,561.300563078213,676.216660345845,180.590281372588,598.611337767448,471.749962623372,330.769965818036,2077.36032859778,1902.57935265007,1026.09875928866,1229.46925982992,292.462012241265,33.2301792744869,417.705815467634,-21.3900855506105,869.019257470109,244.106771548124
B,137.705974352379,1193.69276625678,290.927369953544,66.7221361531696,64.3881839152932,214.325966478226,356.497055167529,284.926172722212,809.98441203771,780.855229627982,202.412029472258,418.013625362226,89.0165203291918,1654.49722055407,558.084861682004,669.67589549629,667.144405596429,601.532650955167,469.309452512107,338.843782337424,293.134573047568,950.104822142281,963.546506464743,-41.4394877972123,539.413859966889,-26.9728100031996,274.916306850258,316.019671783811,874.273146700997,38.8257911916884
A,763.963992963955,1098.33557708253,296.769758873917,73.5327331602294,71.0402291604374,91.2818008596909,338.068481056228,265.217401217333,659.538507405309,574.191283077277,271.401303979434,185.804321645376,87.4930291435197,753.144629860139,558.836914256612,677.50020359577,167.401617056575,600.325674923221,465.22140099102,327.290709853299,199.176657754711,-445.05646245236,966.780909824096,650.27925688823,177.733915298256,40.0684248032831,314.906453989579,553.133332930457,869.699039740244,126.9870962223
A,523.350200962108,935.782005105044,294.782040797452,70.3445274237934,72.5452812748762,-13.3512310656846,335.239344577941,262.046339659818,661.349626397996,719.181084910001,-211.888930297008,323.581491596425,100.647260017284,807.778967740953,566.689581934501,681.838457674051,-136.956787492585,600.841175831472,473.5518773649,345.923561394311,-364.633858277365,-764.541164757067,1006.52528372813,122.087668661149,395.680029488521,178.437003233101,247.733218352268,512.310640392866,871.852656993866,65.1899401583801
A,947.574319404867,1122.97797885573,294.273885339116,77.5039967348755,67.0539675154736,106.109506556395,350.114116557232,275.452227376796,691.042931615625,691.03273747627,335.629817067853,186.146372583052,90.8265848935623,349.811427629359,558.395937238778,678.409071425072,338.74931637601,596.824847709175,468.479180173291,331.852368134882,619.471910188901,1218.12079503661,955.51874379752,977.137234377739,189.235068108354,-68.8781118538761,357.252928532315,220.120188070911,874.768614616677,335.559557474972
A,-931.662268532676,820.171274785217,295.236797606588,77.9537230396015,74.0176448143841,-7.14932626289265,336.802722764754,274.903512235003,746.88165447277,853.236674183216,87.8379969773963,271.216105209029,81.29218358947,917.217621429612,555.582438855404,673.675630091546,217.300237792937,600.577100226471,466.78087037981,331.290256112826,967.158269804408,-2332.86403710742,918.107728983719,38.9854418834331,153.988864957251,24.2387042185103,462.102758433793,290.601649852764,874.468962241686,144.570851909253
A,778.754848937001,685.112458964946,296.129318451762,72.6786839945638,69.401258919886,36.0178481722112,333.238463861238,279.520480417717,693.765630009707,699.067121847576,271.59068990316,394.675583111619,70.6731720201973,1550.61465827831,559.742163544273,672.09091361875,395.100251090058,598.446401111891,466.017637911409,338.567351252674,417.256265770431,444.178460696613,943.532009197839,541.883399733135,379.097382501996,120.04595400695,338.947175376939,-223.68998704821,874.414486500398,167.112391332307
B,356.112508222045,738.008511186,292.344759459121,84.6314947654994,62.6487601866873,60.2466881663265,343.719380637859,285.727630272556,732.947310235247,765.319684893059,342.873339777864,333.59026705458,94.0543434348393,221.450484886902,559.367497502087,678.398813493117,23.2114316682697,598.504458160864,465.475355734005,347.16127997244,176.274955123134,-277.052225046486,1008.64331379203,513.597364906297,406.748413868241,114.655283330846,251.077712286091,569.852033055048,873.526458592175,-9.24556145852017
C,-384.903310087991,961.409846066019,296.948685926097,75.1600509148713,71.4095915942143,94.3777592386815,344.912369485084,276.603073880682,642.110748246597,813.785100537155,88.2294051151062,363.872259028495,87.0691498519978,993.661132674632,570.73310448447,675.376949546916,459.347256897857,596.921489069874,466.262876503338,341.800855334973,364.544134733779,247.578759839916,987.412015332859,40.0094096058631,184.548545214243,-92.75106730753,128.551506494961,438.948767864071,876.452774422483,29.7837624346206
A,994.477873968864,984.505938616256,295.466491498804,87.0194003639466,68.2722358884729,1.30078338587857,337.145162772238,279.314055513765,646.090625376728,720.039269296753,521.925338876979,205.661893267239,88.3044328672829,-917.999699162843,561.94604079841,680.103190373244,293.392243292202,595.839707219895,476.045087982866,335.529334003944,1244.94163509724,876.991508236948,1001.27577358033,1043.62923380442,166.006701188889,-59.2221191627576,451.867595306023,-107.53128202874,876.739199523965,233.223542585641
B,-1331.23810576569,974.243662250859,292.775788933273,84.9240789835588,68.7405666803649,74.5939783606784,341.566717364764,265.935950064224,688.972593675692,807.06151724171,251.328524789505,340.968760779456,99.1310087509708,-1143.79577418578,561.0832487644,675.381148755174,327.195042647627,601.494560718319,468.157269005714,339.566081409696,2472.18733000065,1013.69671840766,975.520659609043,1386.7116099719,454.190238569297,148.162270104685,125.051838428943,188.523068891119,868.977969392579,167.78859903631
A,81.3539603702948,787.353833667373,299.293902200552,63.8815656389658,69.4435845180123,31.9979770142118,335.739273167361,269.365778535593,653.426214723342,728.423470370443,482.90526649782,272.003586195222,73.6584175668148,-1858.66470246831,554.952912633004,674.974010691279,214.08437087343,598.178260186186,468.021971425368,331.037064374543,-785.608705803428,258.253706571187,965.870259947472,223.121180695309,228.672012731989,115.623145746902,312.223124559653,-153.759259102524,879.298497080539,284.811008443719
B,-662.146112728243,1143.17227240488,298.25621467012,73.2298468233596,63.2243889127473,169.58740496554,341.175711309471,284.87317128725,732.512664141429,827.92377103613,561.221595632613,433.586404173886,92.5049536504282,29.5415615977494,554.092578988013,677.26373673987,225.079425012552,594.943543908293,467.238118840825,339.6410854542,-148.749251983795,310.021798134785,1031.21273568361,-946.939848419085,605.523718366559,243.487010755059,253.954896733407,347.826352270502,868.660779363987,226.540866304351
C,-287.75324083242,906.151600162096,292.413726915944,64.3516413441371,72.7460701600382,142.316374868055,332.08426515473,279.810973107185,621.805230394852,1008.60796319151,442.881002290079,381.841700473065,83.6845552683007,642.225180223489,577.816036283479,675.638626602298,-144.434366900026,596.123548116626,469.456129641648,342.859333286329,531.025397044011,-905.589051469648,981.28803968427,863.488057051271,343.274919727041,80.6631575147258,209.245210946076,563.239466279819,879.217354912488,-3.54840571347756
A,39.9109588842321,1141.47102645608,294.579149285814,76.4439474450699,67.0002637165857,125.902762572455,313.81067747095,276.289622228569,563.567259543446,732.66545304333,-85.3000923660247,324.349480913903,95.883324668542,1426.34321263358,565.939663024004,675.468515820388,414.676166791072,593.945560578527,466.771453322914,343.866513494844,1156.29528943918,-760.753586274343,1014.20461395491,734.947606477677,181.799476417469,-40.6020604359015,235.68127535913,135.383161229259,871.583154389344,71.6538609668849
